,0
саморазвитие,4.60517
личностимартii,4.60517
mathedu,4.60517
итон,4.60517
мартвсероссийский,4.60517
антиконференция,4.60517
marx,4.60517
fest,4.60517
апрельмеждународный,4.60517
чтенияапрельвсероссийский,4.60517
историкокультурный,3.50656
туристскорекреационный,4.60517
участиемапрельii,4.60517
ценность,3.50656
объектовапрельvii,4.60517
ifteiecercмайiv,4.60517
шёлковый,4.60517
th,4.60517
international,3.21888
conference,4.60517
archaeology,4.60517
conservation,4.60517
along,4.60517
the,2.99573
silk,4.60517
roadмайxxiii,4.60517
термодинамика,4.60517
россииавгустмеждународный,4.60517
августроссийскоавстрийский,4.60517
leaders,4.60517
in,2.99573
genetics,4.60517
genomicsавгустсентябрьмеждународный,4.60517
номинационный,4.60517
досье,4.60517
университетасентябрьii,4.60517
саммитноябрьxvii,4.60517
когнитивный,4.60517
tel,4.60517
ноябрьвсероссийский,4.60517
механикедекабрьнаучнопросветительский,4.60517
популяризация,3.91202
наукия,4.60517
технологийэкскурсия,4.60517
вп,3.91202
энгельгардт,4.60517
различный,1.60944
экскурсия,2.52573
небесный,3.50656
лекциимарт,4.60517
майхакатон,4.60517
радиоэлектроникесоревнование,4.60517
радиоэлектроника,3.91202
классовмарт,4.60517
майкомплекс,4.60517
радио,3.91202
pro,4.60517
космос,3.50656
радиомарт,4.60517
майфестиваль,4.60517
кино,4.60517
фанк,4.60517
кинопоказ,4.60517
научнопопулярный,2.99573
документальный,4.60517
фильмовоктябрьдекабрьцикл,4.60517
proнаука,3.50656
кфуноябрьуниверситетский,4.60517
фестиваль,2.40795
перезагрузкафевральмероприятие,4.60517
увековечение,4.60517
празднование,3.50656
юбилеевцикл,4.60517
трофимука,4.60517
совместно,2.52573
ран,3.21888
новосибирскавгустмеждународный,4.60517
медаль,3.50656
математикиавгустцикл,4.60517
члкорра,4.60517
ссср,2.99573
альтшулерасентябрьзавойский,4.60517
приурочить,3.21888
завойскогосентябрьviii,4.60517
садыковский,4.60517
чтенияноябрьмеждународный,4.60517
наукиза,4.60517
рубежомтатарстанский,4.60517
нефтегазохимический,4.60517
казаньэкспо,4.60517
нцм,3.91202
рациональный,3.50656
жидкий,4.60517
планета,3.91202
компанийсентябрьмеждународный,4.60517
theor,4.60517
ра,3.50656
qs,4.60517
обсуждение,3.50656
перспектива,2.81341
engineeringоктябрь,4.60517
здравоохранениеуниверситет,4.60517
уделяться,3.50656
предоставлять,2.65926
ипользование,4.60517
рособрнадзор,4.60517
укрупнённый,3.91202
трансдисциплинарный,4.60517
высококачественный,4.60517
практиковать,4.60517
овладеть,4.60517
высокотехнологичный,4.60517
внедрение,3.21888
повседневный,3.91202
кампус,2.99573
уникальный,2.52573
госпиталь,4.60517
операция,3.50656
животное,3.91202
опора,4.60517
тренд,4.60517
вектор,3.50656
трансляционный,4.60517
предполагать,3.21888
ускоренный,4.60517
реабилитация,3.91202
конкретный,3.21888
пациент,3.50656
медицион,4.60517
научноисслеодвательский,4.60517
учебнонаучный,3.50656
организацийпартнер,4.60517
практически,3.50656
регион,2.12026
рамна,4.60517
ант,4.60517
отраслевой,3.91202
нии,4.60517
развиваться,2.99573
функционировать,3.21888
целый,3.91202
ряд,2.99573
кардиохирургия,4.60517
сосудистый,4.60517
многие,3.50656
исторически,4.60517
сложиться,3.91202
внедряться,4.60517
добрый,2.81341
кластер,3.91202
неразрывно,4.60517
обеспечиваться,3.50656
трансфер,4.60517
полный,2.40795
принцип,2.81341
больница,3.50656
богатый,3.91202
мнение,3.21888
униклиника,4.60517
эндопротезирование,4.60517
аневризм,4.60517
инфраренальный,4.60517
аорта,4.60517
малоинвазивный,4.60517
оснащение,4.60517
профессионализм,4.60517
совместный,2.81341
русфонд,3.91202
типирование,3.91202
донор,3.50656
костный,3.21888
мозг,3.50656
задействовать,3.50656
заражение,3.50656
коронавирусный,2.81341
инфекция,2.81341
врачэпидемиолог,3.91202
татьяна,3.21888
шляпченков,3.91202
соблюдение,3.21888
сохранить,3.50656
диетолог,4.60517
рассказать,2.52573
особенность,2.12026
жара,4.60517
употреблять,4.60517
растительный,4.60517
пища,3.91202
кабачок,4.60517
помидор,4.60517
сладкий,3.91202
перец,4.60517
горох,4.60517
фасоль,4.60517
редис,4.60517
овощ,4.60517
клетчатка,4.60517
сложный,2.65926
углевод,4.60517
попасть,4.60517
топ,4.60517
изобретение,3.91202
идентифицировать,4.60517
ген,4.60517
продолжительность,3.21888
организм,3.91202
вакцина,3.91202
против,4.60517
начать,2.81341
тестировать,3.91202
приступить,4.60517
онлайнмобилизация,4.60517
управленец,4.60517
p,4.60517
medicine,4.60517
forum,4.60517
антихрупкий,4.60517
лежать,3.91202
репортаж,4.60517
раковый,4.60517
киямов,4.60517
рамзия,4.60517
галлямович,4.60517
дбн,4.60517
выступить,2.52573
эксперт,3.50656
коронавирусаздравоохранение,4.60517
вспышка,4.60517
китай,3.21888
пандемия,3.50656
опасность,4.60517
вирус,3.91202
распространение,2.81341
информационнообразовательный,4.60517
рекомендация,3.21888
забота,4.60517
благополучие,3.50656
потеря,4.60517
объём,2.99573
невозможно,4.60517
специализированный,4.60517
